road_type,weather,is_rush_hour,actual_speed_kmh
secondary,clear,0,36.16
primary,clear,1,29.92
secondary,clear,0,35.33
primary,moderate_rain,0,41.42
residential,light_rain,0,23.26
primary,clear,1,27.32
primary,clear,1,28.08
residential,light_rain,0,24.48
secondary,clear,1,21.86
primary,clear,0,43.45
secondary,light_rain,0,34.07
residential,clear,0,24.4
primary,clear,1,30.86
residential,clear,0,21.31
primary,clear,0,42.62
secondary,clear,0,31.47
residential,clear,0,25.36
primary,clear,0,44.34
secondary,clear,0,32.97
primary,clear,1,27.28
secondary,clear,0,32.45
secondary,flooded,0,17.6
secondary,clear,0,34.49
primary,heavy_rain,0,28.46
primary,moderate_rain,0,41.52
primary,clear,1,27.66
primary,light_rain,0,44.11
secondary,clear,1,24.0
residential,light_rain,1,14.76
secondary,clear,0,33.95
secondary,moderate_rain,0,32.77
residential,clear,0,27.11
secondary,moderate_rain,0,35.15
residential,clear,0,24.81
secondary,heavy_rain,0,25.96
primary,clear,0,45.38
primary,light_rain,1,28.24
secondary,clear,0,34.38
primary,clear,0,42.66
primary,light_rain,0,40.98
secondary,heavy_rain,0,26.0
secondary,clear,0,33.49
secondary,heavy_rain,1,17.07
primary,light_rain,1,29.62
primary,moderate_rain,0,41.61
secondary,clear,0,37.72
residential,clear,0,22.66
secondary,heavy_rain,0,23.28
residential,clear,1,16.12
secondary,clear,1,25.03
secondary,clear,0,35.53
primary,clear,0,40.61
secondary,light_rain,0,36.22
secondary,light_rain,0,35.09
secondary,clear,0,33.45
secondary,clear,0,34.48
secondary,clear,0,33.05
primary,clear,0,42.94
secondary,clear,0,35.23
primary,heavy_rain,0,28.38
residential,moderate_rain,0,23.67
primary,clear,0,40.78
primary,heavy_rain,0,29.39
secondary,clear,1,20.7
secondary,light_rain,0,34.41
secondary,clear,1,20.89
primary,light_rain,0,42.49
secondary,clear,0,34.99
primary,clear,0,43.81
residential,clear,0,26.29
residential,clear,0,26.57
secondary,clear,1,21.17
primary,clear,0,43.11
secondary,clear,0,38.02
primary,light_rain,0,42.59
secondary,clear,0,33.75
primary,light_rain,1,28.46
residential,clear,1,16.27
primary,heavy_rain,0,27.11
secondary,heavy_rain,0,24.7
secondary,clear,0,35.88
secondary,light_rain,1,21.16
primary,clear,0,43.06
residential,heavy_rain,1,10.41
secondary,clear,0,32.6
secondary,clear,1,21.47
primary,clear,0,41.3
secondary,clear,0,34.91
secondary,clear,0,34.31
primary,light_rain,1,27.15
primary,clear,1,28.53
residential,clear,1,17.97
primary,clear,1,29.65
primary,clear,0,44.7
secondary,clear,1,23.25
secondary,moderate_rain,1,25.38
primary,clear,0,43.72
secondary,clear,0,34.27
primary,clear,0,43.34
primary,clear,0,41.33
primary,light_rain,1,28.12
residential,clear,0,25.64
primary,clear,0,44.12
primary,clear,0,42.58
secondary,clear,0,39.1
residential,clear,0,24.74
primary,clear,1,26.6
secondary,light_rain,0,36.18
primary,clear,1,30.03
secondary,clear,0,35.35
secondary,clear,1,22.89
secondary,clear,0,35.59
primary,clear,0,45.63
primary,heavy_rain,0,29.18
primary,heavy_rain,1,17.26
primary,clear,0,38.02
primary,clear,0,43.78
secondary,clear,1,22.11
residential,clear,0,24.85
residential,moderate_rain,0,23.13
residential,light_rain,0,23.22
secondary,heavy_rain,0,22.25
secondary,clear,0,33.99
primary,clear,0,44.36
secondary,moderate_rain,1,23.83
secondary,light_rain,0,32.55
secondary,heavy_rain,0,21.79
secondary,clear,0,35.57
primary,clear,0,44.78
primary,clear,0,44.76
residential,clear,1,15.35
primary,clear,1,30.6
secondary,light_rain,1,20.49
residential,clear,0,24.7
secondary,clear,1,24.32
secondary,light_rain,1,20.04
primary,clear,0,46.34
primary,heavy_rain,0,30.87
residential,clear,0,25.97
secondary,clear,0,33.55
secondary,flooded,1,11.69
primary,heavy_rain,0,30.06
primary,clear,0,41.52
residential,moderate_rain,0,24.07
primary,clear,0,44.57
secondary,clear,0,32.76
primary,clear,1,29.62
secondary,clear,0,32.37
residential,moderate_rain,1,14.99
secondary,light_rain,0,33.6
primary,flooded,0,22.37
secondary,light_rain,0,33.31
secondary,clear,1,23.78
secondary,light_rain,0,33.33
residential,flooded,0,11.7
secondary,light_rain,0,36.24
residential,moderate_rain,1,14.68
secondary,heavy_rain,0,24.54
primary,clear,0,43.2
primary,light_rain,0,41.55
primary,heavy_rain,0,27.05
residential,flooded,1,6.71
secondary,clear,1,22.48
secondary,clear,0,34.77
primary,light_rain,1,29.49
primary,clear,1,28.67
secondary,light_rain,0,34.01
secondary,clear,1,23.46
primary,clear,0,43.92
secondary,clear,0,35.97
primary,clear,0,41.12
primary,clear,0,42.78
secondary,clear,0,36.84
primary,clear,1,27.14
residential,clear,1,16.96
primary,clear,1,28.86
primary,clear,0,42.35
primary,clear,1,31.5
secondary,moderate_rain,0,34.14
secondary,clear,0,37.27
secondary,clear,0,35.01
primary,light_rain,0,43.1
primary,clear,0,42.33
secondary,flooded,0,16.65
residential,light_rain,1,17.16
residential,clear,1,17.49
primary,clear,1,30.01
secondary,clear,0,35.57
residential,clear,1,14.85
primary,clear,1,27.91
residential,clear,0,26.27
primary,moderate_rain,1,25.42
residential,clear,0,25.44
secondary,clear,0,34.83
residential,light_rain,0,25.82
secondary,clear,0,35.62
primary,clear,1,28.12
residential,clear,0,23.94
primary,clear,0,42.42
primary,flooded,1,15.43
secondary,clear,1,20.14
secondary,clear,0,35.24
residential,clear,0,23.68
primary,clear,0,43.49
secondary,clear,0,35.52
secondary,moderate_rain,0,31.59
primary,heavy_rain,0,28.54
primary,clear,1,29.35
primary,clear,1,29.25
primary,light_rain,0,42.23
residential,clear,0,23.17
secondary,clear,0,33.4
secondary,clear,0,32.93
residential,clear,0,25.83
primary,clear,0,43.03
residential,moderate_rain,0,24.27
secondary,moderate_rain,0,31.52
residential,clear,0,24.95
primary,clear,0,44.15
residential,heavy_rain,0,13.95
primary,clear,0,42.4
primary,heavy_rain,0,26.52
secondary,clear,0,34.37
primary,clear,0,41.85
secondary,clear,0,35.57
secondary,heavy_rain,0,23.65
secondary,clear,1,25.53
primary,clear,0,43.12
primary,clear,0,43.71
primary,heavy_rain,1,18.63
secondary,heavy_rain,1,14.12
primary,flooded,0,22.85
primary,flooded,1,16.42
primary,clear,0,44.26
primary,clear,1,29.31
secondary,clear,0,33.54
residential,clear,1,18.56
primary,moderate_rain,1,29.22
secondary,heavy_rain,0,26.43
secondary,clear,1,21.86
secondary,light_rain,0,35.65
secondary,heavy_rain,0,24.22
secondary,clear,0,34.49
secondary,clear,1,25.64
primary,clear,0,43.8
secondary,clear,0,33.59
secondary,clear,0,34.82
primary,clear,0,41.78
primary,clear,0,42.5
residential,flooded,1,9.48
secondary,clear,1,25.07
secondary,clear,0,35.33
residential,flooded,0,11.37
secondary,clear,0,35.57
secondary,clear,0,36.09
secondary,moderate_rain,0,31.12
residential,clear,0,25.17
secondary,moderate_rain,0,33.8
secondary,clear,0,36.43
primary,clear,1,29.7
residential,clear,1,17.58
secondary,clear,0,34.28
primary,moderate_rain,0,42.07
residential,light_rain,0,25.96
secondary,heavy_rain,1,15.67
primary,moderate_rain,0,42.33
secondary,clear,1,21.29
secondary,moderate_rain,0,33.98
residential,light_rain,0,21.52
primary,light_rain,0,41.64
residential,moderate_rain,0,24.44
secondary,clear,0,36.15
primary,clear,0,41.7
residential,light_rain,1,17.1
secondary,clear,0,37.2
primary,clear,0,42.24
secondary,light_rain,0,32.04
residential,clear,0,25.43
primary,clear,0,41.41
primary,clear,0,41.97
primary,light_rain,0,43.79
primary,clear,0,46.02
secondary,moderate_rain,0,32.58
secondary,clear,0,33.89
primary,clear,1,28.46
primary,clear,0,42.38
primary,light_rain,1,31.48
residential,clear,0,24.2
primary,flooded,0,21.02
residential,heavy_rain,0,19.14
secondary,moderate_rain,0,34.95
primary,heavy_rain,0,30.36
residential,clear,0,23.64
secondary,clear,0,34.2
secondary,light_rain,0,32.8
residential,light_rain,1,17.74
primary,heavy_rain,1,21.3
primary,light_rain,0,41.51
secondary,flooded,0,16.95
primary,clear,0,42.72
primary,moderate_rain,0,39.75
primary,light_rain,1,27.57
primary,light_rain,0,43.57
secondary,clear,0,33.69
primary,moderate_rain,0,42.21
secondary,heavy_rain,1,13.81
secondary,clear,0,34.78
secondary,light_rain,0,33.51
primary,clear,0,41.37
secondary,flooded,0,18.69
primary,clear,0,44.47
secondary,clear,1,22.14
residential,clear,0,24.68
secondary,light_rain,1,23.22
secondary,clear,0,32.28
secondary,light_rain,0,32.26
primary,heavy_rain,1,21.39
residential,heavy_rain,0,15.11
residential,clear,1,18.74
primary,flooded,1,12.54
secondary,light_rain,0,35.35
residential,clear,1,16.38
residential,clear,1,16.59
secondary,clear,0,37.78
secondary,moderate_rain,0,32.2
primary,clear,0,44.09
residential,clear,0,25.83
primary,moderate_rain,0,47.1
secondary,clear,0,33.38
primary,moderate_rain,0,41.13
primary,light_rain,0,43.63
secondary,clear,0,34.7
residential,heavy_rain,0,16.02
primary,clear,0,44.64
secondary,clear,1,23.19
primary,light_rain,0,41.07
primary,clear,0,44.29
secondary,flooded,0,18.06
secondary,clear,0,34.53
primary,clear,0,42.66
primary,heavy_rain,1,18.09
primary,clear,0,44.29
primary,light_rain,1,28.04
residential,clear,0,23.85
residential,moderate_rain,0,22.42
primary,clear,1,29.71
secondary,clear,1,22.83
residential,clear,0,21.98
primary,clear,1,27.31
residential,light_rain,0,24.19
residential,clear,1,16.54
primary,clear,0,42.83
primary,clear,1,28.54
residential,light_rain,0,22.33
secondary,moderate_rain,0,32.77
primary,clear,0,44.98
primary,clear,0,44.75
secondary,clear,0,35.87
secondary,light_rain,0,35.09
secondary,clear,0,36.36
residential,clear,1,15.17
primary,light_rain,0,42.46
secondary,heavy_rain,1,14.09
secondary,clear,0,33.35
secondary,moderate_rain,0,34.64
primary,clear,0,44.62
residential,heavy_rain,0,16.42
residential,clear,0,27.47
secondary,clear,0,35.32
secondary,heavy_rain,0,22.23
primary,clear,0,41.57
secondary,clear,0,36.53
secondary,clear,1,23.78
secondary,moderate_rain,1,23.99
residential,clear,1,12.86
secondary,heavy_rain,1,16.14
primary,clear,0,42.43
secondary,clear,0,32.91
primary,clear,1,29.02
primary,clear,0,44.84
primary,light_rain,1,31.98
secondary,light_rain,0,34.72
secondary,clear,0,33.94
secondary,clear,0,33.85
secondary,light_rain,1,24.6
secondary,moderate_rain,1,21.48
primary,light_rain,1,29.52
residential,moderate_rain,0,24.79
primary,clear,0,43.47
primary,heavy_rain,0,26.53
secondary,clear,1,23.05
primary,clear,0,41.01
primary,moderate_rain,0,41.19
secondary,heavy_rain,0,24.77
secondary,light_rain,0,36.21
secondary,clear,0,35.32
residential,clear,0,24.14
secondary,clear,0,37.38
residential,heavy_rain,1,10.39
primary,clear,0,41.5
secondary,moderate_rain,0,35.13
residential,clear,0,25.69
secondary,moderate_rain,1,22.16
secondary,heavy_rain,0,23.55
primary,clear,0,43.86
primary,clear,0,43.51
secondary,moderate_rain,0,34.77
primary,clear,1,28.36
residential,light_rain,1,17.33
primary,light_rain,0,42.44
residential,clear,0,24.29
residential,moderate_rain,0,23.98
primary,clear,0,43.05
primary,heavy_rain,1,17.3
residential,clear,0,24.05
residential,light_rain,0,24.64
secondary,clear,1,21.56
primary,clear,0,42.27
secondary,clear,0,38.58
secondary,light_rain,0,32.67
primary,clear,0,42.62
secondary,heavy_rain,1,14.52
primary,clear,0,43.02
primary,light_rain,0,41.19
primary,moderate_rain,0,41.7
primary,clear,0,42.12
primary,clear,1,30.7
secondary,clear,0,35.12
primary,clear,1,27.61
primary,clear,1,30.38
primary,light_rain,1,27.15
residential,clear,1,14.5
secondary,light_rain,0,34.35
secondary,heavy_rain,1,18.63
secondary,clear,0,32.26
residential,light_rain,0,22.55
primary,clear,0,44.33
secondary,heavy_rain,0,22.43
secondary,clear,0,35.92
secondary,light_rain,0,33.1
primary,flooded,0,21.81
secondary,clear,0,37.62
primary,light_rain,0,40.62
secondary,clear,1,25.13
secondary,clear,0,36.02
primary,moderate_rain,0,39.83
residential,clear,0,25.84
primary,light_rain,0,42.52
residential,clear,0,25.14
secondary,heavy_rain,0,23.9
primary,clear,0,42.67
primary,clear,0,43.31
residential,clear,0,25.36
primary,clear,1,30.24
primary,clear,0,40.91
primary,clear,1,31.05
secondary,clear,1,21.86
secondary,clear,0,36.14
primary,clear,1,29.24
primary,clear,1,27.2
primary,clear,0,43.99
primary,flooded,0,20.18
secondary,clear,0,36.6
secondary,clear,0,33.93
primary,clear,0,40.96
primary,heavy_rain,1,21.77
primary,clear,1,29.39
residential,light_rain,0,25.84
residential,clear,1,15.57
residential,clear,1,14.01
primary,moderate_rain,0,44.58
primary,clear,0,43.19
primary,clear,0,43.94
primary,moderate_rain,1,29.34
secondary,light_rain,1,22.66
secondary,heavy_rain,0,23.74
residential,light_rain,0,26.93
residential,light_rain,1,16.49
primary,moderate_rain,1,29.77
secondary,clear,0,32.01
primary,moderate_rain,0,43.75
primary,light_rain,1,26.3
secondary,clear,0,36.51
primary,clear,0,43.79
secondary,clear,1,23.45
primary,light_rain,0,42.26
secondary,clear,1,23.21
secondary,flooded,0,16.27
primary,clear,0,42.89
residential,light_rain,0,27.85
primary,clear,0,45.15
secondary,light_rain,0,33.05
secondary,light_rain,0,34.76
secondary,light_rain,0,34.5
residential,moderate_rain,1,16.2
primary,heavy_rain,0,27.38
secondary,clear,0,35.67
secondary,clear,0,36.27
residential,light_rain,0,23.29
primary,clear,0,46.13
secondary,clear,0,37.28
secondary,clear,1,24.41
primary,clear,0,41.35
secondary,clear,0,35.6
primary,moderate_rain,0,42.49
secondary,clear,0,35.77
residential,clear,0,27.39
secondary,clear,1,23.33
secondary,heavy_rain,0,26.47
secondary,flooded,0,18.11
primary,light_rain,0,41.97
primary,clear,1,32.72
secondary,heavy_rain,0,24.64
primary,light_rain,0,41.73
primary,moderate_rain,0,42.19
secondary,moderate_rain,1,23.92
primary,clear,0,42.97
primary,clear,0,43.4
secondary,clear,1,22.36
primary,clear,0,40.67
residential,moderate_rain,0,24.5
residential,heavy_rain,0,16.92
secondary,light_rain,1,23.95
primary,clear,0,42.34
secondary,clear,0,32.99
residential,clear,1,15.4
secondary,clear,0,36.58
primary,clear,0,42.2
secondary,light_rain,1,22.5
residential,clear,0,24.53
secondary,flooded,0,16.57
secondary,clear,0,33.96
secondary,moderate_rain,0,32.78
secondary,clear,1,25.69
primary,clear,0,44.22
secondary,moderate_rain,0,35.95
primary,light_rain,1,30.76
secondary,clear,0,31.48
primary,clear,0,43.72
secondary,clear,0,34.12
primary,light_rain,0,44.08
secondary,heavy_rain,0,22.29
secondary,clear,0,33.42
primary,clear,0,41.05
primary,heavy_rain,0,28.43
primary,clear,0,44.57
residential,light_rain,0,24.93
secondary,clear,0,33.2
secondary,clear,0,38.23
primary,clear,0,44.17
secondary,clear,0,36.17
residential,clear,0,26.93
residential,light_rain,0,22.08
secondary,light_rain,0,32.99
primary,light_rain,0,43.64
primary,light_rain,0,41.19
primary,clear,1,28.7
primary,clear,1,29.0
primary,moderate_rain,0,40.15
primary,clear,0,42.66
primary,clear,0,44.57
residential,clear,1,17.94
secondary,clear,1,25.26
residential,clear,0,26.51
secondary,moderate_rain,1,23.58
primary,heavy_rain,0,29.37
secondary,heavy_rain,0,23.78
primary,heavy_rain,1,18.52
secondary,heavy_rain,0,21.85
primary,clear,1,28.08
residential,clear,0,24.51
primary,moderate_rain,0,41.08
primary,clear,0,43.82
residential,clear,0,25.3
primary,clear,0,43.66
secondary,clear,0,35.53
secondary,clear,0,36.79
residential,clear,0,24.99
residential,clear,1,18.36
residential,heavy_rain,0,17.49
primary,clear,0,44.89
residential,heavy_rain,0,19.13
secondary,clear,0,35.86
secondary,clear,0,35.16
primary,clear,0,43.35
secondary,clear,0,34.29
residential,light_rain,0,23.79
residential,moderate_rain,0,25.7
secondary,moderate_rain,1,21.53
primary,heavy_rain,0,31.3
primary,clear,1,28.89
residential,clear,0,29.29
secondary,clear,0,33.96
secondary,clear,0,35.38
primary,clear,1,28.59
secondary,clear,0,33.81
secondary,clear,0,36.6
residential,clear,0,23.34
secondary,clear,0,33.99
primary,light_rain,1,29.46
secondary,light_rain,1,24.28
primary,light_rain,1,26.5
residential,light_rain,0,25.42
primary,clear,1,29.31
secondary,clear,0,33.62
primary,clear,0,42.02
secondary,moderate_rain,1,19.92
secondary,light_rain,0,36.94
secondary,clear,0,36.52
primary,clear,0,41.27
primary,flooded,0,22.8
primary,clear,0,42.34
secondary,moderate_rain,0,35.46
primary,clear,1,28.37
secondary,clear,1,23.04
residential,moderate_rain,1,15.98
residential,light_rain,0,23.56
secondary,light_rain,1,25.26
secondary,clear,1,24.94
primary,clear,0,43.36
secondary,light_rain,0,35.9
residential,clear,0,22.56
primary,clear,0,41.36
secondary,heavy_rain,0,24.11
residential,clear,0,26.1
residential,clear,0,25.42
primary,light_rain,0,39.59
secondary,flooded,0,15.91
primary,clear,1,29.74
primary,clear,1,32.76
residential,moderate_rain,0,26.17
residential,moderate_rain,0,26.71
secondary,light_rain,0,34.87
primary,clear,0,43.7
residential,clear,0,23.45
secondary,light_rain,1,24.59
primary,heavy_rain,0,28.77
secondary,heavy_rain,1,16.81
primary,clear,1,29.16
secondary,clear,0,35.42
secondary,clear,0,34.87
primary,flooded,0,21.94
primary,light_rain,0,43.91
primary,clear,0,41.3
primary,clear,1,26.88
secondary,clear,1,24.23
residential,clear,1,19.01
primary,moderate_rain,0,44.61
primary,moderate_rain,0,40.23
secondary,clear,0,34.4
residential,clear,0,22.78
primary,heavy_rain,0,28.05
primary,clear,0,44.88
secondary,clear,0,34.98
primary,heavy_rain,1,18.9
primary,moderate_rain,1,29.17
secondary,moderate_rain,0,32.89
secondary,clear,1,25.98
secondary,clear,0,35.01
secondary,clear,0,34.4
secondary,clear,1,24.47
primary,moderate_rain,0,43.48
primary,clear,1,31.51
primary,light_rain,0,42.09
primary,clear,1,30.75
secondary,clear,1,23.74
residential,flooded,0,11.58
residential,clear,0,23.83
secondary,clear,0,33.35
primary,clear,0,42.09
primary,clear,0,44.87
residential,clear,1,17.91
secondary,clear,0,33.14
secondary,light_rain,1,20.54
secondary,moderate_rain,1,21.3
secondary,clear,0,33.83
residential,clear,0,24.55
primary,light_rain,0,44.17
secondary,clear,0,34.18
residential,light_rain,0,27.06
primary,light_rain,0,39.89
secondary,clear,0,34.48
primary,moderate_rain,0,43.25
residential,heavy_rain,1,12.54
primary,moderate_rain,1,27.85
secondary,clear,0,36.5
primary,clear,0,44.42
secondary,heavy_rain,1,14.75
primary,clear,1,29.59
primary,moderate_rain,0,43.12
secondary,clear,0,34.08
residential,clear,0,27.54
primary,moderate_rain,0,40.82
primary,moderate_rain,0,42.28
secondary,moderate_rain,0,32.21
secondary,heavy_rain,0,23.55
residential,clear,0,23.4
primary,clear,0,42.76
secondary,heavy_rain,0,21.02
primary,clear,1,30.32
primary,light_rain,0,42.94
secondary,clear,1,25.22
secondary,clear,0,34.48
secondary,clear,0,36.7
primary,clear,0,43.26
secondary,heavy_rain,0,23.57
secondary,light_rain,0,37.53
residential,light_rain,0,23.82
primary,clear,1,30.96
primary,clear,1,29.84
primary,clear,0,42.34
secondary,clear,1,21.62
primary,clear,0,41.65
residential,clear,0,26.7
primary,clear,0,45.8
residential,clear,0,25.14
primary,clear,0,43.42
secondary,clear,0,36.16
residential,clear,0,25.11
primary,clear,0,44.85
residential,heavy_rain,0,17.15
secondary,clear,0,35.2
residential,heavy_rain,0,15.66
secondary,clear,0,33.58
primary,heavy_rain,1,14.73
primary,clear,0,45.05
primary,moderate_rain,0,41.85
primary,clear,0,42.6
primary,light_rain,1,25.66
primary,clear,0,42.24
secondary,clear,0,33.84
secondary,moderate_rain,0,32.89
primary,clear,1,29.62
primary,heavy_rain,0,29.06
secondary,clear,0,32.96
primary,clear,0,41.25
primary,light_rain,0,40.46
primary,clear,0,45.92
residential,clear,1,19.09
residential,moderate_rain,0,23.07
primary,moderate_rain,0,39.1
secondary,heavy_rain,0,23.59
secondary,clear,0,35.07
secondary,clear,0,35.48
secondary,clear,0,36.11
secondary,clear,0,35.68
primary,moderate_rain,0,40.39
primary,clear,0,43.64
secondary,clear,1,24.87
residential,clear,0,23.91
secondary,light_rain,1,23.61
residential,heavy_rain,0,15.88
residential,light_rain,0,27.54
primary,clear,0,41.21
secondary,moderate_rain,0,35.82
secondary,light_rain,0,31.85
residential,clear,1,19.54
residential,clear,1,15.14
secondary,clear,0,35.28
primary,clear,1,26.67
secondary,moderate_rain,0,32.06
primary,clear,1,30.46
secondary,clear,0,36.54
residential,heavy_rain,1,11.62
primary,moderate_rain,0,43.18
secondary,light_rain,1,24.73
secondary,clear,0,33.97
secondary,clear,0,32.9
primary,clear,0,43.18
secondary,clear,1,22.72
residential,clear,0,25.58
residential,clear,0,25.82
primary,clear,0,42.18
residential,clear,1,17.91
secondary,clear,0,35.98
primary,light_rain,0,43.49
primary,light_rain,1,27.97
primary,clear,0,44.37
residential,clear,0,25.78
secondary,clear,0,35.96
secondary,clear,1,26.11
primary,clear,0,43.69
secondary,heavy_rain,0,22.49
primary,flooded,1,12.89
primary,light_rain,0,44.1
secondary,heavy_rain,1,16.31
primary,light_rain,0,44.91
residential,clear,0,21.96
primary,flooded,0,22.97
secondary,clear,0,34.61
secondary,light_rain,0,33.83
secondary,clear,0,33.85
primary,clear,1,30.47
primary,light_rain,0,43.33
residential,clear,1,15.14
primary,clear,0,43.45
residential,clear,0,26.06
residential,clear,1,17.12
primary,flooded,0,23.26
primary,moderate_rain,1,27.92
secondary,clear,0,31.62
residential,clear,0,25.28
residential,moderate_rain,0,24.62
secondary,clear,0,35.47
secondary,clear,0,36.66
primary,clear,1,26.19
residential,heavy_rain,0,16.35
residential,clear,0,23.62
primary,clear,1,27.3
primary,clear,1,29.01
primary,clear,0,44.25
primary,clear,0,43.65
residential,clear,0,23.97
primary,clear,0,42.98
primary,clear,0,44.59
primary,clear,1,30.14
residential,moderate_rain,0,23.52
secondary,heavy_rain,0,22.47
secondary,clear,1,21.02
primary,clear,0,42.56
residential,clear,1,14.25
residential,light_rain,0,27.64
primary,light_rain,0,41.13
primary,clear,1,30.78
primary,light_rain,0,45.14
primary,light_rain,1,28.91
secondary,heavy_rain,0,23.25
residential,clear,1,14.87
secondary,clear,0,34.24
residential,clear,0,27.41
secondary,heavy_rain,0,23.92
secondary,moderate_rain,0,34.13
secondary,clear,0,36.97
primary,clear,0,44.24
primary,clear,0,42.98
secondary,clear,0,35.32
primary,clear,1,27.96
primary,clear,0,42.36
secondary,clear,0,34.69
residential,light_rain,0,25.38
secondary,clear,0,33.13
residential,clear,1,16.96
secondary,clear,0,34.42
secondary,moderate_rain,0,32.73
secondary,clear,0,34.42
residential,heavy_rain,1,7.78
secondary,clear,0,33.86
secondary,heavy_rain,1,14.12
secondary,heavy_rain,0,22.98
secondary,clear,1,20.17
primary,heavy_rain,0,29.17
primary,clear,1,30.48
primary,clear,0,43.02
residential,clear,0,25.75
primary,clear,1,28.35
primary,light_rain,0,40.08
secondary,moderate_rain,0,34.09
primary,clear,1,30.14
secondary,clear,0,33.01
primary,clear,0,42.5
residential,light_rain,0,24.17
residential,clear,0,29.28
residential,heavy_rain,1,11.6
secondary,clear,0,32.14
secondary,clear,0,31.77
primary,heavy_rain,0,29.97
primary,clear,0,46.93
primary,clear,1,28.7
secondary,clear,1,23.08
secondary,clear,0,35.65
secondary,flooded,0,16.3
primary,clear,1,25.3
secondary,clear,0,36.56
secondary,clear,0,34.08
secondary,clear,0,36.58
secondary,moderate_rain,0,32.94
primary,heavy_rain,1,19.65
residential,heavy_rain,0,17.99
secondary,clear,1,25.2
primary,clear,0,43.55
primary,clear,0,43.47
secondary,light_rain,1,24.09
residential,clear,1,17.55
secondary,clear,1,21.65
primary,heavy_rain,0,26.97
residential,clear,1,13.69
secondary,clear,0,36.15
secondary,clear,0,34.41
secondary,clear,0,36.23
primary,clear,0,43.81
secondary,clear,1,22.09
primary,clear,0,43.02
residential,clear,0,24.32
secondary,moderate_rain,0,33.17
secondary,clear,0,36.37
secondary,light_rain,0,38.13
residential,clear,0,26.67
residential,clear,0,24.96
secondary,heavy_rain,0,25.29
secondary,clear,1,26.16
secondary,clear,0,32.91
secondary,heavy_rain,0,25.23
primary,clear,1,30.27
secondary,clear,0,36.78
primary,clear,1,30.34
residential,light_rain,0,24.2
primary,heavy_rain,1,22.51
residential,clear,0,25.51
secondary,clear,0,34.35
secondary,clear,0,35.76
secondary,clear,0,36.46
primary,clear,1,29.26
primary,clear,0,43.79
primary,clear,0,43.33
secondary,clear,0,34.01
secondary,heavy_rain,1,14.54
secondary,clear,1,21.49
primary,clear,0,45.48
primary,clear,0,42.86
secondary,heavy_rain,0,18.26
residential,moderate_rain,0,24.94
secondary,moderate_rain,0,34.65
secondary,clear,0,32.2
secondary,moderate_rain,1,21.72
primary,clear,1,27.8
residential,clear,0,23.89
secondary,clear,0,36.82
primary,moderate_rain,1,28.13
secondary,moderate_rain,0,33.44
primary,heavy_rain,0,30.56
residential,heavy_rain,1,12.01
primary,clear,0,40.59
secondary,clear,0,34.08
primary,clear,0,43.68
secondary,heavy_rain,0,22.0
secondary,clear,0,38.04
secondary,heavy_rain,0,23.57
secondary,clear,0,33.87
residential,clear,1,15.17
primary,clear,0,44.59
primary,clear,0,42.23
primary,heavy_rain,0,29.45
residential,clear,0,23.27
primary,clear,1,29.22
secondary,clear,0,34.05
secondary,clear,0,34.53
primary,clear,0,42.01
primary,clear,0,44.74
primary,heavy_rain,0,28.14
secondary,clear,0,34.78
primary,clear,0,43.06
primary,clear,1,31.54
residential,clear,1,18.19
residential,clear,1,18.04
primary,clear,1,26.75
primary,clear,1,28.13
primary,light_rain,1,30.37
secondary,clear,0,33.24
residential,moderate_rain,0,24.47
primary,heavy_rain,1,17.87
primary,clear,0,41.75
secondary,clear,0,37.52
secondary,clear,0,36.08
primary,clear,0,44.67
secondary,moderate_rain,0,35.26
primary,moderate_rain,0,41.86
primary,clear,0,42.16
secondary,clear,1,22.99
residential,clear,1,16.56
secondary,clear,1,26.25
residential,moderate_rain,1,14.4
secondary,clear,0,34.17
secondary,clear,0,33.63
secondary,light_rain,0,35.94
residential,clear,1,19.63
residential,clear,0,25.46
primary,clear,1,29.7
residential,clear,0,25.14
residential,light_rain,1,17.2
secondary,heavy_rain,0,24.56
primary,clear,1,29.76
residential,heavy_rain,0,17.46
residential,clear,0,26.16
primary,light_rain,0,39.74
residential,heavy_rain,1,11.27
primary,clear,0,43.66
primary,moderate_rain,1,28.98
secondary,clear,1,23.33
secondary,clear,1,23.83
secondary,light_rain,0,33.28
primary,heavy_rain,0,26.22
residential,heavy_rain,0,18.19
primary,light_rain,1,26.88
primary,clear,1,28.88
primary,clear,1,27.99
secondary,flooded,0,19.88
residential,clear,0,24.88
secondary,light_rain,1,22.69
residential,clear,0,26.12
primary,light_rain,1,31.82
secondary,clear,0,35.61
secondary,flooded,0,16.93
secondary,clear,1,24.63
primary,heavy_rain,0,26.52
secondary,clear,0,35.07
secondary,clear,1,26.58
secondary,light_rain,0,34.6
secondary,light_rain,1,23.32
primary,heavy_rain,1,19.5
secondary,clear,0,34.41
primary,clear,0,43.67
residential,clear,0,26.16
secondary,clear,0,34.5
primary,flooded,0,17.86
residential,clear,1,17.55
secondary,clear,0,38.2
primary,clear,0,42.64
secondary,clear,0,32.79
primary,clear,0,44.22
residential,clear,0,27.62
residential,clear,1,17.64
residential,clear,0,27.59
secondary,flooded,0,18.69
secondary,clear,0,36.06
secondary,clear,0,34.22
primary,flooded,0,22.03
secondary,moderate_rain,1,22.93
secondary,flooded,0,17.4
primary,flooded,0,21.22
